NO polarizer: t (s)	NO polarizer: int (a.u.)	YES polarizer: t (s)	YES polarizer: int (a.u.)	
36.429734	7.764619	40.664726	7.953397
36.486777	7.764619	40.715764	7.953397
36.537812	7.759868	40.765812	8.060023
36.596868	7.759868	40.827840	8.060023
36.644885	7.759868	40.897889	8.060023
36.695921	7.777968	40.954929	8.191537
36.746958	7.777968	41.007967	8.191537
36.809001	7.757289	41.060004	8.299140
36.860038	7.757289	41.114042	8.299140
36.920096	7.757289	41.171082	8.423150
36.964110	7.776853	41.228125	8.423150
37.017149	7.776853	41.288167	8.423150
37.068184	7.753141	41.338202	8.614395
37.121222	7.753141	41.390254	8.614395
37.169256	7.753141	41.439274	8.800365
37.219292	7.788847	41.498313	8.800365
37.277332	7.788847	41.549349	8.800365
37.326369	7.788847	41.602387	8.957767
37.377403	7.777095	41.661428	8.957767
37.432443	7.777095	41.717467	9.044600
37.482477	7.758637	41.789519	9.044600
37.540518	7.758637	41.836552	9.113785
37.597558	7.785251	41.890590	9.113785
37.657600	7.785251	41.947630	9.113785
37.713640	7.785251	41.997665	9.186457
37.764676	7.776395	42.056725	9.186457
37.821717	7.776395	42.118769	9.292797
37.877759	7.770524	42.187802	9.292797
37.931797	7.770524	42.233835	9.484494
37.999846	7.788773	42.290875	9.484494
38.045875	7.788773	42.352917	9.484494
38.110920	7.788773	42.397950	9.664920
38.155954	7.785878	42.457991	9.664920
38.211993	7.785878	42.508026	9.878117
38.262028	7.786598	42.568069	9.878117
38.321070	7.786598	42.628111	10.052843
38.379110	7.786598	42.680151	10.052843
38.426146	7.785384	42.734187	10.052843
38.490190	7.785384	42.782219	10.199477
38.537226	7.792535	42.858274	10.199477
38.595263	7.792535	42.908309	10.334916
38.652303	7.792535	42.962347	10.334916
38.706344	7.790679	43.026395	10.334916
38.770386	7.790679	43.080433	10.468517
38.817420	7.784377	43.138471	10.468517
38.888474	7.784377	43.187506	10.592611
38.942525	7.798286	43.257555	10.592611
39.004551	7.798286	43.306591	10.682895
39.060592	7.798286	43.367633	10.682895
39.122635	7.755195	43.432679	10.789435
39.171670	7.755195	43.494723	10.789435
39.223709	7.707876	43.549762	10.789435
39.274743	7.707876	43.617810	10.916620
39.319775	7.707876	43.683857	10.916620
39.361804	7.694573	43.742898	10.915310
39.423848	7.694573	43.811948	10.915310
39.482906	7.706319	43.881016	10.882706
39.539930	7.706319	43.946042	10.882706
39.584964	7.697275	44.003082	10.810223
39.632998	7.697275	44.067127	10.810223
39.681032	7.697275	44.127170	10.844726
39.729064	7.694230	44.201222	10.844726
39.767091	7.694230	44.255260	10.840553
39.821129	7.694230	44.323309	10.840553
39.883174	7.700745	44.379348	10.801580
39.944216	7.700745	44.440392	10.801580
40.005259	7.700745	44.505437	10.801580
40.058297	7.699906	44.572484	10.743618
40.125344	7.699906	44.631526	10.743618
40.177381	7.696088	44.698574	10.714801
40.232419	7.696088	44.758616	10.714801
40.279455	7.696888	44.819659	10.693479
40.340496	7.696888	44.877701	10.693479
40.395539	7.693162	44.935744	10.663226
40.441570	7.693162	45.005791	10.663226
40.492603	7.693162	45.066833	10.623632
40.538652	7.688493	45.121872	10.623632
40.593675	7.688493	45.180915	10.593525
40.646712	7.688493	45.245960	10.593525
40.698752	7.692916	45.314008	10.593525
40.745785	7.692916	45.372049	10.571832
40.803823	7.683005	45.432095	10.571832
40.865884	7.683005	45.500141	10.595978
40.918904	7.686539	45.568190	10.595978
40.965939	7.686539	45.631236	10.594541
41.013972	7.686539	45.690274	10.594541
41.063006	7.693735	45.741313	10.596554
41.112041	7.693735	45.798350	10.596554
41.172083	7.693735	45.856391	10.679993
41.217115	7.714136	45.920437	10.679993
41.270154	7.714136	45.979478	10.841990
41.322192	7.722807	46.041522	10.841990
41.367224	7.722807	46.105567	6.578446
41.426266	7.722807	46.168612	6.578446
41.476302	7.709315	46.237661	6.578446
41.530339	7.709315	46.297703	6.557187
41.584374	7.709315	46.353759	6.557187
41.628408	7.708174	46.416788	6.519008
41.678442	7.708174	46.481835	6.519008
41.723473	7.703893	46.532869	6.493982
41.770509	7.703893	46.600919	6.493982
41.821544	7.703893	46.650970	6.452106
41.871579	7.716707	46.724005	6.452106
41.924615	7.716707	46.782045	6.512241
41.988660	7.716707	46.844089	6.512241
42.043702	7.711898	46.890124	6.475296
42.104743	7.711898	46.954170	6.475296
42.148774	7.698100	47.014211	6.475296
42.212819	7.698100	47.071249	6.352707
42.271861	7.720559	47.126289	6.352707
42.316895	7.720559	47.189336	6.413848
42.370931	7.720559	47.264388	6.413848
42.412962	7.738861	47.323430	6.512995
42.467001	7.738861	47.375464	6.512995
42.518035	7.728834	47.432506	6.588150
42.564070	7.728834	47.497554	6.588150
42.622110	7.728834	47.561599	6.588150
42.673146	7.737809	47.617635	6.735342
42.715177	7.737809	47.676677	6.735342
42.764212	7.737809	47.730715	6.851556
42.822253	7.720180	47.789757	6.851556
42.871287	7.720180	47.838791	6.964022
42.926324	7.735976	47.889828	6.964022
42.967353	7.735976	47.957875	6.964022
43.027412	7.735976	48.014916	7.087336
43.082433	7.740821	48.073958	7.087336
43.134469	7.740821	48.134000	7.247466
43.183506	7.740821	48.188038	7.247466
43.235540	7.748585	48.245079	7.385557
43.291580	7.748585	48.306122	7.385557
43.343617	7.751104	48.367165	7.385557
43.396655	7.751104	48.425205	7.512717
43.446691	7.751104	48.474242	7.512717
43.500728	7.743354	48.526280	7.686829
43.569777	7.743354	48.595326	7.686829
43.627818	7.760916	48.646363	7.842890
43.685860	7.760916	48.696397	7.842890
43.742903	7.773272	48.757441	7.842890
43.798939	7.773272	48.809480	8.008275
43.842969	7.773272	48.874523	8.008275
43.902011	7.772352	48.936567	8.193656
43.962054	7.772352	49.010619	8.193656
44.017095	7.785683	49.058653	8.341312
44.067128	7.785683	49.126701	8.341312
44.126170	7.781338	49.181741	8.508853
44.177225	7.781338	49.235778	8.508853
44.234246	7.781338	49.294820	8.508853
44.281280	7.768474	49.362871	8.688039
44.334318	7.768474	49.417910	8.878623
44.385353	7.776705	49.490962	8.878623
44.441392	7.776705	49.554005	8.878623
44.507439	7.776705	49.624054	9.045110
44.566481	7.796802	49.687097	9.045110
44.610513	7.796802	49.744138	9.226560
44.657564	7.799190	49.800177	9.226560
44.702577	7.799190	49.848211	9.413200
44.753614	7.799190	49.905252	9.413200
44.803648	7.799348	49.967295	9.413200
44.850682	7.799348	50.020335	9.574086
44.897715	7.799348	50.071371	9.574086
44.947752	7.796666	50.121404	9.740542
45.001791	7.796666	50.194456	9.740542
45.056827	7.796666	50.251499	9.911111
45.109864	7.811739	50.317544	9.911111
45.177913	7.811739	50.381588	10.058759
45.228951	7.812090	50.454639	10.058759
45.290992	7.812090	50.512680	10.189985
45.344034	7.768140	50.574725	10.189985
45.398072	7.768140	50.628762	10.363615
45.468122	7.768140	50.681799	10.363615
45.544175	7.805942	50.737839	10.363615
45.590208	7.805942	50.788876	10.529333
45.645245	7.630815	50.848918	10.529333
45.699281	7.630815	50.901955	10.626632
45.748315	7.767915	50.971005	10.626632
45.802355	7.767915	51.022040	10.767298
45.849387	7.767915	51.067090	10.767298
45.889415	7.835895	51.128115	10.767298
45.938452	7.835895	51.178152	10.890030
45.985483	7.824757	51.246202	10.890030
46.035521	7.824757	51.307242	10.912835
46.089556	7.824757	51.360279	10.912835
46.135589	7.846897	51.425325	10.912835
46.213644	7.846897	51.486368	10.966684
46.263680	7.846897	51.551415	10.966684
46.313715	7.834692	51.614461	10.883540
46.367769	7.834692	51.683510	10.883540
46.413802	7.826289	51.742548	11.008722
46.472842	7.826289	51.796588	11.008722
46.509857	7.857325	51.851626	11.203284
46.556890	7.857325	51.915675	11.203284
46.613931	7.857325	51.977733	11.203284
46.669971	7.848151	52.048769	11.273512
46.722006	7.848151	52.116831	11.273512
46.777044	7.848151	52.191869	11.246620
46.827082	7.838992	52.247906	11.203325
46.875113	7.838992	52.313953	11.203325
46.925165	7.844366	52.376997	11.203325
46.973181	7.844366	52.435039	11.168494
47.028235	7.844366	52.505088	11.168494
47.076257	7.830410	52.570135	11.144398
47.138301	7.830410	52.629175	11.144398
47.192337	7.830410	52.688217	11.173848
47.248375	7.855556	52.741255	11.173848
47.299428	7.855556	52.808302	11.206439
47.345447	7.847425	52.855340	11.206439
47.394479	7.847425	52.905374	11.199326
47.443512	7.847425	52.977422	11.199326
47.483541	7.860622	53.039465	11.194580
47.537583	7.860622	53.103510	11.194580
47.581611	7.836472	53.168557	11.194580
47.635649	7.836472	53.221597	11.202112
47.686685	7.836472	53.279637	11.202112
47.732718	7.856051	53.342679	11.237169
47.784755	7.856051	53.401725	11.237169
47.843798	7.856051	53.468769	11.330319
47.888827	7.860728	53.532814	11.330319
47.964881	7.860728	53.584852	6.286831
48.016919	7.764349	53.640893	6.286831
48.072974	7.764349	53.695931	6.286831
48.122996	7.757953	53.769981	6.228523
48.176032	7.757953	53.827021	6.208553
48.239078	7.757953	53.892068	6.208553
48.289113	7.750608	53.953110	6.208553
48.341150	7.750608	54.027163	6.162124
48.391182	7.752860	54.083202	6.162124
48.446223	7.752860	54.148249	6.168080
48.495273	7.752860	54.214296	6.168080
48.547292	7.771644	54.269351	6.174885
48.600331	7.771644	54.329379	6.174885
48.652367	7.771644	54.381415	6.020342
48.705404	7.760683	54.441457	6.020342
48.766465	7.760683	54.494497	6.100195
48.812482	7.743452	54.553537	6.100195
48.868519	7.743452	54.618581	6.100195
48.918555	7.737243	54.686629	6.231872
48.956581	7.737243	54.743669	6.231872
49.006618	7.737243	54.812718	6.398061
49.060656	7.745548	54.882767	6.398061
49.111691	7.745548	54.941809	6.532606
49.165730	7.745548	55.003852	6.532606
49.212763	7.772703	55.056890	6.705393
49.281811	7.772703	55.114934	6.705393
49.328846	7.760462	55.175974	6.875528
49.388886	7.760462	55.232014	6.875528
49.431919	7.760462	55.293059	6.875528
49.478955	7.755073	55.358104	7.045977
49.533992	7.755073	55.428155	7.045977
49.591030	7.755073	55.502205	7.257351
49.647090	7.773340	55.557243	7.257351
49.707112	7.773340	55.619288	7.441274
49.759149	7.915961	55.676330	7.441274
49.811185	7.915961	55.729368	7.648334
49.866224	7.765453	55.787409	7.648334
49.917261	7.765453	55.844447	7.853198
49.985308	7.765453	55.904489	7.853198
50.029340	7.767782	55.949521	8.075580
50.079376	7.767782	56.006561	8.075580
50.132413	7.770724	56.079613	8.075580
50.191457	7.770724	56.137656	8.309458
50.239488	7.770724	56.197713	8.309458
50.286521	7.770439	56.255755	8.541305
50.352568	7.770439	56.333793	8.541305
50.419615	7.765409	56.406844	8.768889
50.466649	7.765409	56.472891	8.768889
50.516684	7.773147	56.522943	8.999448
50.564717	7.773147	56.596995	8.999448
50.614754	7.773147	56.651034	9.222412
50.661787	7.782990	56.710060	9.222412
50.715826	7.782990	56.770101	9.476645
50.766860	7.782990	56.825142	9.476645
50.814895	7.784123	56.885184	9.476645
50.879941	7.784123	56.946228	9.696832
50.936981	7.774863	56.999267	9.696832
50.993020	7.774863	57.059305	9.895033
51.043056	7.774863	57.119348	9.895033
51.108104	7.764716	57.188398	10.126447
51.159141	7.764716	57.248441	10.126447
51.208173	7.818994	57.311486	10.347235
51.260212	7.818994	57.382536	10.347235
51.308243	7.755917	57.439577	10.570759
51.350273	7.755917	57.502618	10.570759
51.407314	7.755917	57.564662	10.570759
51.455363	7.738988	57.630711	10.759302
51.503381	7.738988	57.680745	10.759302
51.560421	7.738988	57.734785	10.938209
51.610456	5.740862	57.808838	10.938209
51.667497	5.740862	57.867879	11.104890
51.720534	5.740862	57.929920	11.104890
51.770571	7.802400	57.984960	11.310762
51.827610	7.802400	58.052006	11.310762
51.878646	7.808890	58.114050	11.474170
51.937687	7.808890	58.175094	11.474170
51.999732	7.808890	58.231149	11.556909
52.058773	7.816034	58.286173	11.556909
52.129823	7.816034	58.344212	11.556909
52.180860	7.826578	58.412261	11.583935
52.248907	7.826578	58.476305	11.583935
52.295942	7.819653	58.536348	11.478119
52.360991	7.819653	58.593388	11.478119
52.419028	7.823286	58.642423	11.521727
52.481075	7.823286	58.704467	11.521727
52.534109	7.823286	58.760506	11.499470
52.602157	7.839053	58.829556	11.499470
52.660198	7.830664	58.902607	11.499470
52.718243	7.830664	58.971656	11.445628
52.781288	7.830664	59.035701	11.445628
52.836322	7.831453	59.089744	11.412847
52.894363	7.831453	59.151785	11.412847
52.946400	7.820515	59.201834	11.356588
53.003440	7.820515	59.252855	11.356588
53.057478	7.676322	59.301891	11.299080
53.104512	7.676322	59.368937	11.299080
53.159551	7.676322	59.429979	11.299080
53.211590	7.809085	59.490022	11.276042
53.269629	7.809085	59.550065	11.276042
53.314663	7.183247	59.622116	11.231995
53.369699	7.183247	59.678157	11.231995
53.423737	7.183247	59.736196	11.226231
53.485784	7.840533	59.798239	11.226231
53.537818	7.840533	59.858282	11.189916
53.596859	7.840533	59.916325	11.189916
53.646896	7.856725	59.969364	11.210686
53.704936	7.856725	60.051418	11.210686
53.750969	7.870917	60.110460	11.268934
53.816014	7.870917	60.176507	11.268934
53.872058	7.889266	60.234548	11.323675
53.919090	7.889266	60.301596	11.323675
53.964122	7.889266	60.349629	6.318625
54.010152	7.876194	60.400665	6.318625
54.062188	7.876194	60.462708	6.318625
54.113226	7.875956	60.512744	6.271237
54.168263	7.875956	60.581811	6.271237
54.221302	7.875956	60.643839	6.225391
54.278344	7.878471	60.702881	6.225391
54.335381	7.878471	60.749914	6.225391
54.396425	7.878471	60.823964	6.143597
54.453468	7.884378	60.882006	6.143597
54.519511	7.884378	60.930039	6.091109
54.572549	7.889431	60.997086	6.091109
54.629589	7.889431	61.069137	5.900681
54.677623	7.875549	61.122175	5.900681
54.732663	7.875549	61.173210	5.829327
54.785702	7.875549	61.232253	5.829327
54.835735	7.890292	61.300300	5.829327
54.900780	7.890292	61.357341	5.990694
54.945812	7.875650	61.415381	5.990694
54.996849	7.875650	61.477427	6.200283
55.045883	7.893517	61.538469	6.200283
55.095919	7.893517	61.596513	6.370260
55.168970	7.893517	61.667561	6.370260
55.219006	7.895968	61.730605	6.572120
55.275045	7.895968	61.785644	6.572120
55.329101	7.889547	61.854693	6.762190
55.405137	7.889547	61.921743	6.762190
55.469184	7.889547	61.993808	6.973364
55.527223	7.881351	62.061839	6.973364
55.582262	7.881351	62.118882	7.194239
55.635301	7.889859	62.187929	7.194239
55.697346	7.889859	62.259981	7.400711
55.753384	7.793200	62.316019	7.400711
55.814427	7.793200	62.369059	7.658609
55.866466	7.803855	62.430102	7.658609
55.927509	7.803855	62.507156	7.658609
55.976541	7.803855	62.571198	7.914451
56.038584	7.801029	62.626237	7.914451
56.104630	7.801029	62.681276	8.129976
56.153667	7.791905	62.735314	8.129976
56.207705	7.791905	62.784348	8.402711
56.252739	7.808375	62.856400	8.402711
56.312778	7.808375	62.915441	8.644581
56.377827	7.808375	62.971481	8.644581
56.433868	7.787490	63.023518	8.644581
56.496908	7.787490	63.080559	8.899239
56.550946	7.781374	63.131595	8.899239
56.606986	7.781374	63.178631	9.182350
56.659023	7.772235	63.244674	9.182350
56.705055	7.772235	63.300714	9.429327
56.782110	7.772235	63.362757	9.429327
56.836147	7.777604	63.423800	9.429327
56.894188	7.777604	63.477856	9.707021
56.945225	7.789682	63.537897	9.707021
56.996261	7.789682	63.587936	9.923196
57.043294	7.789682	63.657967	9.923196
57.098333	7.799448	63.716007	10.186112
57.156374	7.799448	63.771046	10.186112
57.213414	7.814709	63.832105	10.419424
57.278462	7.814709	63.882124	10.419424
57.332501	7.786392	63.945171	10.419424
57.387537	7.786392	64.001207	10.648643
57.438574	7.786392	64.056265	10.648643
57.486609	7.794166	64.121295	10.866370
57.544665	7.794166	64.178333	10.866370
57.596685	7.801584	64.240378	11.078505
57.649723	7.801584	64.298419	11.078505
57.712767	7.801584	64.356462	11.275995
57.767807	7.799987	64.418503	11.275995
57.833852	7.799987	64.475543	11.275995
57.880886	7.826063	64.519574	11.473464
57.945931	7.826063	64.577615	11.473464
58.004973	7.813652	64.631653	11.658628
58.058014	7.813652	64.691696	11.658628
58.117053	7.813652	64.744734	11.658628
58.173095	7.818762	64.807778	11.724707
58.228133	7.818762	64.879829	11.724707
58.281168	7.804919	64.934868	11.757255
58.337210	7.804919	65.004917	11.757255
58.393266	7.804919	65.053952	11.641194
58.447287	7.831981	65.105989	11.641194
58.509326	7.831981	65.155024	11.696289
58.562364	7.831374	65.209062	11.696289
58.621404	7.831374	65.270107	11.696289
58.680447	7.814122	65.325143	11.675568
58.737488	7.814122	65.379182	11.675568
58.792524	7.814122	65.433219	11.625097
58.862576	7.824849	65.496264	11.625097
58.915608	7.824849	65.567315	11.625097
58.968645	7.826054	65.621356	11.568268
59.024685	7.826054	65.676395	11.522980
59.080723	7.841884	65.726429	11.522980
59.132764	7.841884	65.784468	11.522980
59.191800	7.841884	65.840508	11.457584
59.248842	7.858565	65.898550	11.457584
59.303878	7.858565	65.965597	11.432948
59.354913	7.843840	66.015632	11.432948
59.415956	7.843840	66.066669	11.410748
59.454983	7.845881	66.111701	11.410748
59.507020	7.845881	66.166740	11.410748
59.571063	7.845881	66.215775	11.382260
59.619097	7.871841	66.273831	11.382260
59.673134	7.871841	66.333859	11.382260
59.726171	7.867381	66.396901	11.372238
59.778210	7.867381	66.459946	11.372238
59.832244	7.867381	66.515985	11.382783
59.885283	7.882756	66.573025	11.382783
59.935316	7.882756	66.617055	11.371740
59.995358	7.882756	66.684107	11.371740
60.064405	7.872413	66.757155	11.371740
60.132452	7.872413	66.824202	6.224580
60.179486	7.875606	66.882244	6.224580
60.235524	7.875606	66.936285	6.169992
60.281559	7.900429	66.996326	6.169992
60.344602	7.900429	67.053367	6.120633
60.397637	7.889779	67.111406	6.120633
60.465684	7.889779	67.161441	6.112628
60.514720	7.891080	67.236494	6.112628
60.584767	7.891080	67.296536	6.178170
60.639805	7.891080	67.349576	6.178170
60.691841	7.922174	67.417624	6.178170
60.758888	7.922174	67.482670	6.005701
60.813925	7.901346	67.530704	6.005701
60.872967	7.901346	67.584742	6.018332
60.935010	7.901346	67.659793	6.018332
60.992050	7.896986	67.713831	6.154635
61.048088	7.896986	67.776875	6.154635
61.108131	7.918567	67.827912	6.338203
61.171177	7.918567	67.908969	6.338203
61.223213	7.932942	67.986023	6.338203
61.291260	7.932942	68.036058	6.519179
61.343297	7.910150	68.085093	6.519179
61.404335	7.910150	68.134128	6.731976
61.454370	7.906847	68.199174	6.731976
61.507411	7.906847	68.252211	6.931012
61.586461	7.906847	68.316257	6.931012
61.641500	7.931432	68.378300	7.147936
61.691535	7.931432	68.435340	7.147936
61.740568	7.920872	68.501387	7.376637
